"Commit","ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
0173,L225,Room,Room,L104,L103,/tmp/tmp.RptKjI/HM/src/Room.java,2,1,78,2,0.542373,2,7,2,0.298701,0.377049,23,23,1,1,1,13,1,12,16,3,13,0.272727,0.0615385,4,3,3,8,0.0615385,4,0,0,0,0,0,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,0,0,29,11,3,0,0,0,0,12,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0173,L1578,RoomDeleteConfirmDialog,RoomDeleteConfirmDialog,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomDeleteConfirmDialog.java,14,1,169,2,0.676752,7,11,7,0.442308,0.474576,69,56,3,4,4,7,6,2,2,9,14,0.5,0.173913,24,8,1,1,0.169014,24,0,0,0,0,0,114,152,11,0,11,0,5,0,1,0,5,80,0,1,0,118,156,11,0,11,0,6,0,2,0,6,81,0,2,0,0,0,43,8,12,0,0,0,0,18,0,1,0,2,1,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
0173,L1281,RoomListView,RoomListView,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomListView.java,14,1,246,2,0.452333,8,20,12,0.274678,0.311475,64,57,2,4,4,17,7,5,5,9,19,0.333333,0.145631,30,10,1,2,0.14486,31,0,0,0,0,0,176,225,12,1,12,1,10,0,2,0,10,135,0,2,0,183,233,12,1,12,1,12,0,4,0,12,137,0,4,0,0,1,52,9,17,0,0,1,0,12,0,1,0,2,0,0,0,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6,0,0,0,0,0
0173,L525,RoomType,RoomType,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomType.java,2,1,67,2,0,0,0,0,0,0,0,0,5,0,0,12,1,7,10,3,15,0.307692,0.1,5,5,4,9,0.1,5,0,0,0,0,0,45,66,3,3,3,3,12,0,12,2,12,15,0,12,2,45,66,3,3,3,3,12,0,12,2,12,15,0,12,2,0,0,20,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0173,L853,ClientSelectionFrame$3,ClientSelectionFrame$3,L790,L103,/tmp/tmp.RptKjI/HM/src/ClientSelectionFrame.java,97,144,97,277,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0174,L132,AddReservationFrame,AddReservationFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/AddReservationFrame.java,20,1,328,2,0.444173,8,13,10,0.307443,0.289362,95,68,3,6,5,26,10,2,2,12,22,0.5,0.172043,48,10,1,1,0.169611,48,0,0,0,0,0,231,305,20,0,20,0,10,0,1,0,10,162,0,1,0,235,309,20,0,20,0,11,0,2,0,11,163,0,2,0,0,1,58,20,24,0,1,1,0,17,0,1,0,5,0,0,0,35,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,7,2,1,0,2,0
0174,L516,AddRoomFrame,AddRoomFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/AddRoomFrame.java,14,1,158,2,0.452454,6,14,8,0.324138,0.367521,47,43,3,3,3,12,6,2,2,9,14,0.5,0.156716,21,8,1,1,0.152174,21,0,0,0,0,0,113,141,7,0,7,0,5,0,1,0,5,86,0,1,0,117,145,7,0,7,0,6,0,2,0,6,87,0,2,0,0,0,33,5,8,0,0,0,0,12,0,1,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
0174,L214,Client,Client,L104,L103,/tmp/tmp.RptKjI/HM/src/Client.java,1,1,97,2,0.567823,3,10,3,0.329897,0.410256,32,32,1,1,1,16,1,9,12,3,15,0.230769,0.0487805,4,3,3,10,0.0487805,4,0,0,0,0,0,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,0,0,33,16,1,0,0,0,0,12,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0174,L663,ClientListView,ClientListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientListView.java,13,1,243,2,0.123077,4,4,4,0.0692641,0.0745342,16,12,1,3,3,20,2,3,3,8,16,0.5,0.122699,20,7,1,1,0.108108,20,0,0,0,0,0,143,203,9,1,9,1,8,0,1,0,8,90,0,1,0,165,231,9,1,9,1,10,0,3,0,10,102,0,3,0,0,1,40,9,23,0,0,11,0,9,0,0,0,0,1,0,0,11,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,2,2,1,1,0,0
0174,L173,ClientSelectionFrame,ClientSelectionFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientSelectionFrame.java,16,1,159,2,0.250377,3,4,3,0.215278,0.263636,31,29,2,4,4,9,2,2,2,3,8,0.5,0.18254,23,8,1,1,0.179104,24,0,0,0,0,0,103,136,8,0,8,0,5,0,1,0,5,73,0,1,0,110,144,8,0,8,0,8,0,4,0,8,77,0,4,0,0,0,52,5,15,0,0,2,0,22,0,1,0,2,2,0,0,10,26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0174,L865,DateConverter,DateConverter,L104,L103,/tmp/tmp.RptKjI/HM/src/DateConverter.java,10,1,51,2,0,0,0,0,0,0,0,0,2,1,1,10,0,4,7,0,4,0.8,0.179487,7,5,4,1,0.179487,7,0,0,0,0,0,32,42,0,2,0,2,4,0,4,0,4,28,0,4,0,32,42,0,2,0,2,4,0,4,0,4,28,0,4,0,0,0,10,2,9,0,0,6,0,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0174,L925,DateLabelFormatter,DateLabelFormatter,L104,L103,/tmp/tmp.RptKjI/HM/src/DateLabelFormatter.java,7,1,28,2,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,17,22,3,0,3,0,2,0,2,0,2,5,0,2,0,17,22,3,0,3,0,2,0,2,0,2,5,0,2,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0174,L1109,EditReservationFrame,EditReservationFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/EditReservationFrame.java,20,1,293,2,0.505995,8,14,10,0.335766,0.334906,92,71,3,4,4,20,9,2,2,23,31,0.5,0.16129,40,10,1,1,0.15873,40,0,0,0,0,0,208,270,20,0,20,0,8,0,1,0,8,150,0,1,0,212,274,20,0,20,0,9,0,2,0,9,151,0,2,0,0,1,52,18,21,0,0,0,0,17,0,1,0,2,3,1,0,30,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,2,0,1,2,0
0174,L1206,EditRoomFrame,EditRoomFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/EditRoomFrame.java,14,1,165,2,0.639269,8,11,8,0.473684,0.508621,72,59,3,4,4,8,6,2,2,11,16,0.5,0.17037,23,8,1,1,0.165468,23,0,0,0,0,0,112,148,10,0,10,0,5,0,1,0,5,78,0,1,0,116,152,10,0,10,0,6,0,2,0,6,79,0,2,0,0,0,46,7,11,0,0,0,0,22,0,1,0,2,1,0,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
0174,L1253,MainView,MainView,L104,L103,/tmp/tmp.RptKjI/HM/src/MainView.java,14,1,153,2,0.556918,6,11,7,0.421429,0.45098,59,46,4,2,2,8,7,0,0,6,13,0.666667,0.172414,20,9,2,1,0.163934,20,0,0,0,0,0,96,134,6,0,6,0,7,0,2,0,7,72,0,2,0,102,140,6,0,6,0,8,0,3,0,8,75,0,3,0,0,1,36,6,8,0,0,0,0,12,0,1,0,0,0,0,0,12,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
0174,L237,Reservation,Reservation,L104,L103,/tmp/tmp.RptKjI/HM/src/Reservation.java,6,1,242,2,0.132231,2,6,2,0.0970464,0.123656,23,23,1,3,3,45,7,7,13,10,36,0.269231,0.122642,26,11,7,19,0.122642,26,0,0,0,0,0,186,237,7,6,7,6,26,0,25,4,26,112,0,25,4,186,237,7,6,7,6,26,0,25,4,26,112,0,25,4,0,1,59,25,13,0,1,6,0,9,0,0,0,0,0,0,0,6,43,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0
0174,L1384,ReservationDeleteConfirmDialog,ReservationDeleteConfirmDialog,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationDeleteConfirmDialog.java,14,1,192,2,0.648173,8,13,9,0.441341,0.462687,79,62,2,4,4,6,8,1,1,13,17,0.5,0.17284,28,8,1,1,0.17284,28,0,0,0,0,0,134,179,15,0,15,0,4,0,1,0,4,99,0,1,0,134,179,15,0,15,0,4,0,1,0,4,99,0,1,0,0,0,36,10,16,0,0,0,0,18,0,1,0,2,1,0,0,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
0174,L1276,ReservationListView,ReservationListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationListView.java,18,1,302,2,0.23633,5,7,6,0.140351,0.154589,40,32,2,3,3,26,11,5,5,20,33,0.333333,0.137931,32,11,1,2,0.1375,33,0,0,0,0,0,200,277,14,1,14,1,13,0,2,0,13,151,0,2,0,207,285,14,1,14,1,15,0,4,0,15,153,0,4,0,0,1,55,9,24,0,1,5,0,11,0,1,0,0,0,2,0,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,1,0,0
0174,L225,Room,Room,L104,L103,/tmp/tmp.RptKjI/HM/src/Room.java,2,1,78,2,0.542373,2,7,2,0.298701,0.377049,23,23,1,1,1,13,1,12,16,3,13,0.272727,0.0615385,4,3,3,8,0.0615385,4,0,0,0,0,0,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,0,0,29,11,3,0,0,0,0,12,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0174,L1578,RoomDeleteConfirmDialog,RoomDeleteConfirmDialog,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomDeleteConfirmDialog.java,14,1,169,2,0.676752,7,11,7,0.442308,0.474576,69,56,3,4,4,7,6,2,2,9,14,0.5,0.173913,24,8,1,1,0.169014,24,0,0,0,0,0,114,152,11,0,11,0,5,0,1,0,5,80,0,1,0,118,156,11,0,11,0,6,0,2,0,6,81,0,2,0,0,0,43,8,12,0,0,0,0,18,0,1,0,2,1,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
0174,L1281,RoomListView,RoomListView,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomListView.java,14,1,246,2,0.452333,8,20,12,0.274678,0.311475,64,57,2,4,4,17,7,5,5,9,19,0.333333,0.145631,30,10,1,2,0.14486,31,0,0,0,0,0,176,225,12,1,12,1,10,0,2,0,10,135,0,2,0,183,233,12,1,12,1,12,0,4,0,12,137,0,4,0,0,1,52,9,17,0,0,1,0,12,0,1,0,2,0,0,0,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6,0,0,0,0,0
0174,L525,RoomType,RoomType,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomType.java,2,1,67,2,0,0,0,0,0,0,0,0,5,0,0,12,1,7,10,3,15,0.307692,0.1,5,5,4,9,0.1,5,0,0,0,0,0,45,66,3,3,3,3,12,0,12,2,12,15,0,12,2,45,66,3,3,3,3,12,0,12,2,12,15,0,12,2,0,0,20,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0174,L853,ClientSelectionFrame$3,ClientSelectionFrame$3,L790,L103,/tmp/tmp.RptKjI/HM/src/ClientSelectionFrame.java,97,144,97,277,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0175,L132,AddReservationFrame,AddReservationFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/AddReservationFrame.java,20,1,328,2,0.444173,8,13,10,0.307443,0.289362,95,68,3,6,5,26,10,2,2,12,22,0.5,0.172043,48,10,1,1,0.169611,48,0,0,0,0,0,231,305,20,0,20,0,10,0,1,0,10,162,0,1,0,235,309,20,0,20,0,11,0,2,0,11,163,0,2,0,0,1,58,20,24,0,1,1,0,17,0,1,0,5,0,0,0,35,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,7,2,1,0,2,0
0175,L516,AddRoomFrame,AddRoomFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/AddRoomFrame.java,14,1,158,2,0.443252,6,14,8,0.317241,0.358974,46,42,3,3,3,12,6,2,2,9,14,0.5,0.156716,21,8,1,1,0.152174,21,0,0,0,0,0,113,141,7,0,7,0,5,0,1,0,5,86,0,1,0,117,145,7,0,7,0,6,0,2,0,6,87,0,2,0,0,0,33,5,8,0,0,0,0,12,0,1,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
0175,L214,Client,Client,L104,L103,/tmp/tmp.RptKjI/HM/src/Client.java,1,1,97,2,0.567823,3,10,3,0.329897,0.410256,32,32,1,1,1,16,1,9,12,3,15,0.230769,0.0487805,4,3,3,10,0.0487805,4,0,0,0,0,0,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,0,0,33,16,1,0,0,0,0,12,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0175,L663,ClientListView,ClientListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientListView.java,13,1,241,2,0.124191,4,4,4,0.069869,0.0754717,16,12,1,3,3,20,2,3,3,8,16,0.5,0.122699,20,7,1,1,0.10989,20,0,0,0,0,0,143,203,9,1,9,1,8,0,1,0,8,90,0,1,0,162,229,9,1,9,1,10,0,3,0,10,100,0,3,0,0,1,40,9,21,0,0,9,0,9,0,0,0,0,1,0,0,11,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,2,2,1,1,0,0
0175,L173,ClientSelectionFrame,ClientSelectionFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientSelectionFrame.java,16,1,159,2,0.250377,3,4,3,0.215278,0.263636,31,29,2,4,4,9,2,2,2,3,8,0.5,0.18254,23,8,1,1,0.179104,24,0,0,0,0,0,103,136,8,0,8,0,5,0,1,0,5,73,0,1,0,110,144,8,0,8,0,8,0,4,0,8,77,0,4,0,0,0,52,5,15,0,0,2,0,22,0,1,0,2,2,0,0,10,26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
0175,L865,DateConverter,DateConverter,L104,L103,/tmp/tmp.RptKjI/HM/src/DateConverter.java,10,1,51,2,0,0,0,0,0,0,0,0,2,1,1,10,0,4,7,0,4,0.8,0.179487,7,5,4,1,0.179487,7,0,0,0,0,0,32,42,0,2,0,2,4,0,4,0,4,28,0,4,0,32,42,0,2,0,2,4,0,4,0,4,28,0,4,0,0,0,10,2,9,0,0,6,0,0,0,1,0,0,0,0,0,2,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0175,L925,DateLabelFormatter,DateLabelFormatter,L104,L103,/tmp/tmp.RptKjI/HM/src/DateLabelFormatter.java,7,1,28,2,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,17,22,3,0,3,0,2,0,2,0,2,5,0,2,0,17,22,3,0,3,0,2,0,2,0,2,5,0,2,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0175,L1109,EditReservationFrame,EditReservationFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/EditReservationFrame.java,20,1,293,2,0.505995,8,14,10,0.335766,0.334906,92,71,3,4,4,20,9,2,2,23,31,0.5,0.16129,40,10,1,1,0.15873,40,0,0,0,0,0,208,270,20,0,20,0,8,0,1,0,8,150,0,1,0,212,274,20,0,20,0,9,0,2,0,9,151,0,2,0,0,1,52,18,21,0,0,0,0,17,0,1,0,2,3,1,0,30,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,2,0,1,2,0
0175,L1206,EditRoomFrame,EditRoomFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/EditRoomFrame.java,14,1,165,2,0.639269,8,11,8,0.473684,0.508621,72,59,3,4,4,8,6,2,2,11,16,0.5,0.17037,23,8,1,1,0.165468,23,0,0,0,0,0,112,148,10,0,10,0,5,0,1,0,5,78,0,1,0,116,152,10,0,10,0,6,0,2,0,6,79,0,2,0,0,0,46,7,11,0,0,0,0,22,0,1,0,2,1,0,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
0175,L1253,MainView,MainView,L104,L103,/tmp/tmp.RptKjI/HM/src/MainView.java,14,1,135,2,0.542574,5,10,6,0.368852,0.404494,45,36,3,2,2,7,7,0,0,6,12,0.666667,0.186275,19,9,2,1,0.175926,19,0,0,0,0,0,83,116,5,0,5,0,6,0,2,0,6,63,0,2,0,89,122,5,0,5,0,7,0,3,0,7,66,0,3,0,0,1,33,5,7,0,0,0,0,12,0,1,0,0,0,0,0,10,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0175,L237,Reservation,Reservation,L104,L103,/tmp/tmp.RptKjI/HM/src/Reservation.java,6,1,242,2,0.132231,2,6,2,0.0970464,0.123656,23,23,1,3,3,45,7,7,13,10,36,0.269231,0.122642,26,11,7,19,0.122642,26,0,0,0,0,0,186,237,7,6,7,6,26,0,25,4,26,112,0,25,4,186,237,7,6,7,6,26,0,25,4,26,112,0,25,4,0,1,59,25,13,0,1,6,0,9,0,0,0,0,0,0,0,6,43,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0
0175,L1378,ReservationDeleteConfirmDialog,ReservationDeleteConfirmDialog,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationDeleteConfirmDialog.java,14,1,192,2,0.648173,8,13,9,0.441341,0.462687,79,62,2,4,4,6,8,1,1,13,17,0.5,0.17284,28,8,1,1,0.17284,28,0,0,0,0,0,134,179,15,0,15,0,4,0,1,0,4,99,0,1,0,134,179,15,0,15,0,4,0,1,0,4,99,0,1,0,0,0,36,10,16,0,0,0,0,18,0,1,0,2,1,0,0,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
0175,L1276,ReservationListView,ReservationListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationListView.java,18,1,302,2,0.23633,5,7,6,0.140351,0.154589,40,32,2,3,3,26,11,5,5,20,33,0.333333,0.137931,32,11,1,2,0.1375,33,0,0,0,0,0,200,277,14,1,14,1,13,0,2,0,13,151,0,2,0,207,285,14,1,14,1,15,0,4,0,15,153,0,4,0,0,1,55,9,24,0,1,5,0,11,0,1,0,0,0,2,0,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,1,0,0
0175,L225,Room,Room,L104,L103,/tmp/tmp.RptKjI/HM/src/Room.java,2,1,78,2,0.542373,2,7,2,0.298701,0.377049,23,23,1,1,1,13,1,12,16,3,13,0.272727,0.0615385,4,3,3,8,0.0615385,4,0,0,0,0,0,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,61,77,2,2,2,2,10,0,10,2,10,30,0,10,2,0,0,29,11,3,0,0,0,0,12,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0175,L1572,RoomDeleteConfirmDialog,RoomDeleteConfirmDialog,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomDeleteConfirmDialog.java,14,1,169,2,0.676752,7,11,7,0.442308,0.474576,69,56,3,4,4,7,6,2,2,9,14,0.5,0.173913,24,8,1,1,0.169014,24,0,0,0,0,0,114,152,11,0,11,0,5,0,1,0,5,80,0,1,0,118,156,11,0,11,0,6,0,2,0,6,81,0,2,0,0,0,43,8,12,0,0,0,0,18,0,1,0,2,1,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
0175,L1281,RoomListView,RoomListView,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomListView.java,14,1,246,2,0.452333,8,20,12,0.274678,0.311475,64,57,2,4,4,17,7,5,5,9,19,0.333333,0.145631,30,10,1,2,0.14486,31,0,0,0,0,0,176,225,12,1,12,1,10,0,2,0,10,135,0,2,0,183,233,12,1,12,1,12,0,4,0,12,137,0,4,0,0,1,52,9,17,0,0,1,0,12,0,1,0,2,0,0,0,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6,0,0,0,0,0
0175,L525,RoomType,RoomType,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomType.java,2,1,67,2,0,0,0,0,0,0,0,0,5,0,0,12,1,7,10,3,15,0.307692,0.1,5,5,4,9,0.1,5,0,0,0,0,0,45,66,3,3,3,3,12,0,12,2,12,15,0,12,2,45,66,3,3,3,3,12,0,12,2,12,15,0,12,2,0,0,20,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0175,L853,ClientSelectionFrame$3,ClientSelectionFrame$3,L790,L103,/tmp/tmp.RptKjI/HM/src/ClientSelectionFrame.java,97,144,97,277,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,2,0,1,0,1,1,0,0,0,0,1,0,1,0,1,2,0,1,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0176,L132,AddReservationFrame,AddReservationFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/AddReservationFrame.java,20,1,328,2,0.444173,8,13,10,0.307443,0.289362,95,68,3,6,5,26,10,2,2,12,22,0.5,0.172043,48,10,1,1,0.169611,48,0,0,0,0,0,231,305,20,0,20,0,10,0,1,0,10,162,0,1,0,235,309,20,0,20,0,11,0,2,0,11,163,0,2,0,0,1,58,20,24,0,1,1,0,17,0,1,0,5,0,0,0,35,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,7,2,1,0,2,0
0176,L516,AddRoomFrame,AddRoomFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/AddRoomFrame.java,14,1,158,2,0.452454,6,14,8,0.324138,0.367521,47,43,3,3,3,12,6,2,2,9,14,0.5,0.156716,21,8,1,1,0.152174,21,0,0,0,0,0,113,141,7,0,7,0,5,0,1,0,5,86,0,1,0,117,145,7,0,7,0,6,0,2,0,6,87,0,2,0,0,0,33,5,8,0,0,0,0,12,0,1,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
0176,L214,Client,Client,L104,L103,/tmp/tmp.RptKjI/HM/src/Client.java,1,1,97,2,0.567823,3,10,3,0.329897,0.410256,32,32,1,1,1,16,1,9,12,3,15,0.230769,0.0487805,4,3,3,10,0.0487805,4,0,0,0,0,0,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,78,97,3,3,3,3,12,0,12,3,12,40,0,12,3,0,0,33,16,1,0,0,0,0,12,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0176,L663,ClientListView,ClientListView,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientListView.java,13,1,243,2,0.123077,4,4,4,0.0692641,0.0745342,16,12,1,3,3,20,2,3,3,8,16,0.5,0.122699,20,7,1,1,0.108108,20,0,0,0,0,0,143,203,9,1,9,1,8,0,1,0,8,90,0,1,0,165,231,9,1,9,1,10,0,3,0,10,102,0,3,0,0,1,40,9,23,0,0,11,0,9,0,0,0,0,1,0,0,11,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,2,2,1,1,0,0
0176,L173,ClientSelectionFrame,ClientSelectionFrame,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientSelectionFrame.java,16,1,159,2,0.250377,3,4,3,0.215278,0.263636,31,29,2,4,4,9,2,2,2,3,8,0.5,0.18254,23,8,1,1,0.179104,24,0,0,0,0,0,103,136,8,0,8,0,5,0,1,0,5,73,0,1,0,110,144,8,0,8,0,8,0,4,0,8,77,0,4,0,0,0,52,5,15,0,0,2,0,22,0,1,0,2,2,0,0,10,26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
